names,address,city,phone_number,dth_pack,subscription_status,customer_class,ott_subscription,dth_pack_price,no_of_channels,active_since,viewtime,churn
William Fitzpatrick,"3343 Garcia Ways Suite 298,West Louisland, CA 05167",Michellebury,+1-772-797-1129x12249,HD,True,Individual,Other,500,450,1549,607,False
Corey Boone,"47005 Johnson Union,New Christianberg, IA 39278",West Grantton,(144)620-6854x041,Standard,True,Individual,Amazon Prime Video,350,400,1397,463,False
Christina Levine,"21771 Alyssa Groves,East Erinfort, CA 93750",Waltersstad,001-181-173-0075x9913,Standard,False,Individual,Hulu,350,400,0,5863,False
Kyle Perry,"PSC 8775, Box 5548,APO AA 06027",Melissahaven,001-484-259-3725x58999,Standard,True,Home,Hulu,350,400,601,56,False
David Stevens,"PSC 3978, Box 9807,APO AE 81916",South Wendy,884-066-9045x503,Standard,True,Commercial,Netflix,350,400,489,116,False
Robert Rivera MD,"Unit 5673 Box 5689,DPO AE 52259",West Brandontown,(097)888-2439,Standard,False,Commercial,Amazon Prime Video,350,400,0,1123,False
Keith Oliver,"30732 Randy Extensions,West Thomasmouth, MD 32165",Bryantfort,898.440.0348x85270,HD,True,Individual,Other,500,450,1892,649,False
Brenda Murphy,"6834 Heather Passage Suite 630,New Raymond, IL 31802",Benjaminberg,765-215-1378,HD,False,Home,Amazon Prime Video,500,450,0,6514,False
Deborah Cross,"69918 Oliver Grove,Jacobhaven, TN 01198",Bennettfurt,(924)379-3042,Standard,False,Individual,Amazon Prime Video,350,400,0,2839,True
Angela Villa,"704 Allen Lock,Arnoldfort, WV 83214",West Karen,001-656-673-4520x835,HD,False,Individual,Other,500,450,0,7347,False
Ronald Gonzalez DDS,"10106 Barnett Corners,Sanchezstad, KY 00600",Cynthiafort,6509925318,Standard,True,Home,Netflix,350,400,1422,179,False
Thomas Hall,"523 Roberts Street,Port Gregory, SC 21738",Walkerburgh,974.161.5361,Standard,True,Individual,Netflix,350,400,570,20,False
Janet Vaughn,"3598 Lopez Summit,Port Jessica, NY 14122",South Timothyborough,0105538725,Standard,True,Individual,Hulu,350,400,412,186,False
Jack Young,"10326 Davidson Run,Chrisbury, MO 90396",Sandersfort,7630254628,Standard,True,Home,Netflix,350,400,914,379,True
Darius Smith,"50358 Anthony Estates,Fergusonbury, OK 53072",East Katrina,+1-086-921-1240x86690,Standard,True,Home,Netflix,350,400,1832,831,False
Marc Mccarthy,"USNV Cook,FPO AP 18872",Christopherstad,(890)498-3396,Standard,True,Individual,None,350,400,1068,140,False
Kent Harrison,"80892 Nelson Springs,Millerborough, CA 27486",Thomasfort,086.929.3060x02056,Standard,True,Individual,Amazon Prime Video,350,400,550,70,False
Renee Garrison,"6085 Ryan Views Apt. 130,North Jocelynland, NV 39261",Ashleyland,(431)238-9297x09155,HD,True,Individual,Netflix,500,450,1549,267,True
Stephanie Gonzalez,"62768 Jay Points Suite 196,East Ericmouth, PA 82255",Richardsonside,(378)212-3227,Standard,True,Home,None,350,400,1824,56,False
Debra Castillo,"95208 Cindy Creek Suite 212,Danielfurt, ND 08401",Guerreroborough,3784102419,Standard,False,Individual,None,350,400,0,3127,False
Arthur Roberson,"280 Patterson Cliff,West Christophermouth, TN 93747",Smithfurt,256.471.6472,Standard,True,Individual,Amazon Prime Video,350,400,1622,434,True
Susan Hensley,"82656 Hernandez Shoals Suite 485,Jessicafort, HI 28114",South Melissashire,4603852728,Standard,True,Individual,Netflix,350,400,983,301,False
Mark Hunt,"84935 Washington Drive,Smithfurt, WV 09978",Chrisside,608.265.6555,Standard,True,Home,Amazon Prime Video,350,400,1624,72,True
Kylie Manning,"Unit 8850 Box 4647,DPO AE 35196",South Marie,(015)574-4324,HD,True,Home,Amazon Prime Video,500,450,1112,344,False
Scott Jefferson,"25446 Thomas Spring,Brownfort, IA 76768",Blankenshipport,(679)623-1772x0655,Standard,True,Individual,Amazon Prime Video,350,400,172,25,True
Nicholas Arias,"0762 Jones Glen Apt. 033,New Scott, LA 75422",Serranoside,+1-562-834-1789,Standard,True,Individual,None,350,400,1513,256,True
Alejandro Golden,"PSC 0606, Box 5702,APO AP 99812",Briantown,067.346.6239x1269,Standard,True,Individual,Netflix,350,400,1487,463,False
Samuel Jones,"603 Amanda Ramp Apt. 385,North Kimberlyhaven, MT 04862",Barbaraview,001-854-008-9171x1893,Standard,True,Individual,Amazon Prime Video,350,400,98,17,False
Alan Petty,"044 Mcintyre Forges Suite 595,Frankborough, AL 89016",South Randy,3524939183,Standard,True,Individual,None,350,400,1997,263,False
Joseph Stephens,"5869 Matthew Via Apt. 550,Harveyview, MT 60162",East Claudia,777-487-9612x4478,Standard,True,Individual,None,350,400,717,273,False
Gregory Johnson,"8361 Wilson Lake,West Kimberlyview, ID 37554",Millerview,(388)996-9989x08876,Standard,False,Home,Hulu,350,400,0,7475,False
Katie Thomas,"88981 Grace Shores Apt. 866,West Sonia, GA 43085",Patelmouth,6658927925,HD,True,Home,Other,500,450,541,19,False
Michael Grant,"00183 Cindy Loaf Suite 461,Lake Laurenfurt, NH 28445",South Richardmouth,752-950-7455,Standard,False,Individual,Netflix,350,400,0,7623,False
Lauren Salas,"22688 Megan Dam,Ritterhaven, WI 54231",Fernandoshire,220-121-2073,Standard,True,Individual,Netflix,350,400,632,23,False
Cynthia Johnson,"222 Mccoy Ville Suite 343,East Kristin, ME 53366",North Jonathanborough,319-403-1237x301,HD,True,Individual,None,500,450,754,254,False
David Hall,"53987 Herrera Turnpike Suite 829,Edwardsborough, MI 78644",West Davidburgh,675-580-6638x803,Standard,False,Home,Amazon Prime Video,350,400,0,8458,False
Kaitlyn Cook,"750 Nelson Ville Apt. 198,West Paul, AR 45615",South Jamie,971.962.1296x19460,Standard,True,Individual,Amazon Prime Video,350,400,777,14,False
Jacqueline Sullivan,"080 Adrienne Ford,Port Albert, NJ 69397",Rodgersstad,211-439-6775x61318,Standard,False,Home,Netflix,350,400,0,1650,False
Jonathon Mcfarland PhD,"602 Michael Brook Suite 586,Roberttown, MO 61399",New Lauraland,575.163.0930x684,HD,True,Individual,Amazon Prime Video,500,450,1610,196,True
Philip Brown,"197 Roberto Avenue Apt. 325,Lake Johnmouth, CO 95072",East Jennifer,995.195.1053,Standard,True,Individual,Amazon Prime Video,350,400,171,28,False
Ethan Hammond,"Unit 8969 Box 1462,DPO AP 15844",North Colin,001-456-539-9602,HD,True,Home,None,500,450,902,237,True
Caroline Moore,"955 Kaiser Square Suite 459,Gutierrezside, NY 94900",Port Jeffreyport,9919325579,HD,True,Individual,Amazon Prime Video,500,450,86,15,False
Ashley Wright,"925 Steele Dam,South Benjaminton, ID 90981",Peggychester,(491)756-3556,Standard,True,Home,Netflix,350,400,870,258,True
Audrey Wright,"097 Caitlin Shoals Apt. 770,Lindabury, MO 42060",Graymouth,(439)001-7417x3517,Standard,True,Home,None,350,400,527,5,False
Susan Smith,"Unit 0012 Box 9572,DPO AA 58254",Hernandezside,(929)375-0590x6744,HD,True,Home,None,500,450,1019,10,True
Nicole Reynolds,"261 Steven Place Suite 423,Rickyland, NH 56422",North Christopher,8215674719,HD,True,Individual,Amazon Prime Video,500,450,1302,28,False
Robert Brooks,"1843 Katrina Point Suite 031,Port Molly, VA 76543",East Rachelberg,8148235539,Standard,True,Individual,Netflix,350,400,236,102,False
Meredith Moody,"30142 Hurst Inlet Apt. 370,Shaunbury, AK 02407",Gregorybury,(863)268-2947,HD,True,Individual,None,500,450,365,94,False
Jonathan Woods,"74029 Mia Stravenue Apt. 155,Greeneview, CA 59687",Samanthafort,+1-887-839-2634,Standard,False,Individual,Other,350,400,0,3955,False
Savannah Owens,"Unit 1947 Box 1619,DPO AP 03557",Port Jamesburgh,765-309-0037,Standard,True,Individual,Netflix,350,400,956,281,False
Andrew Edwards Jr.,"3106 Tina Springs Apt. 102,Rebeccaville, AR 29560",Brendastad,3368163123,Standard,True,Individual,Amazon Prime Video,350,400,256,52,False
Breanna Porter,"679 Nicholas Lock,East Rickyland, RI 46884",Smithstad,001-463-322-5836x8947,UHD,False,Individual,None,700,500,0,988,False
Charles Hunter,"PSC 9913, Box 7911,APO AA 05608",New Johnburgh,1043165023,Standard,True,Individual,Amazon Prime Video,350,400,964,353,True
Christopher Thomas,"735 Spencer Ranch,Shawshire, IL 01403",Port Robertport,(752)045-8070,Standard,True,Individual,Hulu,350,400,1379,52,False
Samantha Mendez MD,"29316 Anna Roads,Port Jimmy, MO 91807",South Julie,(586)803-5009,Standard,True,Individual,Other,350,400,1479,292,True
Ashley Stevens MD,"8135 Javier Lodge Apt. 216,Lake Jasmineside, WY 50050",East Jordan,001-644-127-7737x5056,Standard,False,Individual,Other,350,400,0,8271,True
John Ward,"754 Deborah Center,Clarkmouth, IL 77908",Port Beverlyport,(088)508-1245x528,Standard,True,Individual,Amazon Prime Video,350,400,1551,81,True
Linda Carter,"1032 Spencer Crossroad,Kenthaven, TN 96600",East Jonathanview,551.830.8823,HD,True,Individual,Amazon Prime Video,500,450,1279,486,True
Robert Escobar,"46574 Curtis Fields,Patelbury, ID 37045",Bairdfurt,958-827-5756x1017,Standard,False,Home,Amazon Prime Video,350,400,0,7130,False
Wendy Rodriguez,"337 Clark Fall,New Jessicamouth, OR 58936",Gutierrezton,(023)954-6854x156,Standard,False,Individual,Amazon Prime Video,350,400,0,1672,False
Maxwell Anderson,"83727 Johnson Crest Apt. 507,Smithberg, CT 87208",Stefanieton,250.722.9760,HD,False,Home,Netflix,500,450,0,5560,False
Sarah Thornton,"202 Matthew Ports,South Dana, KY 58037",Davidton,189.030.3329x512,Standard,True,Home,Amazon Prime Video,350,400,278,107,False
Debbie Dixon,"7115 Christopher Fields Suite 194,Emilyport, HI 05334",Lake Stephanietown,(099)111-4888x0292,Standard,True,Individual,None,350,400,1919,259,False
Ralph Kennedy,"405 Taylor Ramp,West Krista, SC 97856",Dustinbury,213.484.9734x12289,HD,True,Home,Netflix,500,450,1273,84,False
Danielle Smith,"80499 Nicholas Run,Rickeyport, NJ 39067",Laurashire,(581)362-5443,UHD,True,Individual,Hulu,700,500,261,118,False
Debra Mayo,"5915 Jenna Forge Suite 608,Mcdanielshire, LA 75012",South Willie,(071)163-9008,HD,True,Individual,None,500,450,143,64,False
Christopher Burton,"82289 Lauren Ford,New Joanneland, RI 16312",West Jay,(943)961-3819x191,Standard,True,Individual,Netflix,350,400,192,50,False
Andrew Vaughn,"1036 Lopez Lake Apt. 324,Powellfurt, IA 57856",West Nicholas,(600)901-7231x89859,Standard,True,Individual,Other,350,400,664,81,False
Caitlin Bauer,"16686 Parker Mills,Debraborough, NJ 55534",Lake Alejandroburgh,001-719-713-5529x8260,UHD,True,Individual,None,700,500,169,18,False
Rickey Garza,"92082 Craig Cliffs,Rodriguezshire, DE 49170",Port Jeffrey,(104)262-6504x3582,HD,True,Individual,None,500,450,1100,273,False
Ronald Medina,"55548 Snyder Oval Apt. 480,Hilltown, NE 87828",Jamesfurt,9474506819,Standard,False,Commercial,Other,350,400,0,4047,False
Ashley Turner,"803 Samantha Square,Shelleybury, KY 22198",Adrianashire,703.538.7381,UHD,True,Individual,None,700,500,1529,124,True
Daniel Wilson,"5001 Vanessa Brook Apt. 809,South Michaelburgh, KS 28385",Kimberlybury,816.210.7596x64254,HD,True,Individual,Hulu,500,450,112,9,True
Shane Krause,"1309 Jennifer Ways Apt. 051,Davidstad, WV 59207",Hesterhaven,+1-098-890-1618,Standard,True,Individual,Netflix,350,400,460,137,False
David Anthony,"8022 Emily Knoll,Floresfurt, NH 27785",Williamstad,(633)116-7362x64565,Standard,True,Home,None,350,400,1798,306,True
Scott Stone,"24225 Jennifer Isle,Gibbsborough, AZ 25379",Briannaburgh,986-472-1891,Standard,True,Commercial,Netflix,350,400,957,309,False
Mary Palmer,"2435 Angela Burgs Apt. 267,Christineview, IL 69275",East Jessica,(209)007-0329,HD,True,Home,None,500,450,972,338,False
John Acevedo DDS,"540 Theresa Drive Apt. 885,Stevenbury, IA 61615",Danielsview,001-214-165-9781x858,Standard,False,Individual,None,350,400,0,1317,False
Edward Acosta,"0333 Grant Row,West Lisa, KS 94658",Leestad,328.142.3375x909,Standard,False,Individual,Amazon Prime Video,350,400,0,495,False
Monique Hayes,"310 Patrick Drive Apt. 155,Lake Jessicaview, MA 53876",Thomasville,361.500.7247x46391,Standard,True,Commercial,Netflix,350,400,1650,76,False
Anthony Williams,"3370 Fisher Way Suite 524,Wrightfurt, OH 34662",Kellyberg,555.696.8430,Standard,False,Home,Netflix,350,400,0,1988,False
Jessica Carrillo,"PSC 8131, Box 2711,APO AE 99769",Lake Justinstad,001-681-500-0527x7025,HD,True,Individual,None,500,450,239,23,False
Chris Nichols,"74991 Fowler Ridge,East Herbertstad, MS 58416",Port Aliciaton,6345267540,Standard,True,Individual,Hulu,350,400,1876,918,False
Shannon Clark,"277 Shepherd Port Suite 963,Osbornfort, MI 38434",Walkerton,+1-007-405-9162x6446,HD,True,Commercial,Hulu,500,450,738,251,False
Ana Morrison,"248 Jeffrey Bypass,Whiteberg, GA 64243",New Elizabethchester,001-950-484-1977,Standard,True,Individual,Amazon Prime Video,350,400,1786,593,False
Jeffrey Harding,"08575 Christopher Pine,Markside, IN 06389",Millerbury,001-985-656-0358x4653,Standard,True,Commercial,Hulu,350,400,346,63,False
Tammy Mathis,"522 Donovan Ridges Suite 554,Garciaberg, MS 48049",East Tiffany,001-160-477-7666x71679,Standard,False,Individual,Other,350,400,0,8434,False
Jennifer Mcdonald,"20239 Mills Divide,Taylorhaven, MI 25210",South Amber,(550)934-6950x8656,HD,True,Individual,Amazon Prime Video,500,450,1585,242,False
Henry Williams,"5569 Julia Plains,Chadfurt, WI 19733",Donnahaven,599-074-4366x8910,Standard,True,Individual,None,350,400,52,16,True
Holly Carson,"8674 Mccormick Falls,Brendashire, WA 76582",Jacksonburgh,001-096-152-1333x410,Standard,True,Individual,Amazon Prime Video,350,400,1348,566,True
Tiffany Neal,"996 Rice Street,New Meghan, UT 32153",Westbury,319.745.2090x5458,UHD,True,Commercial,None,700,500,1931,765,False
Kelly Carter,"5776 Amanda Roads Apt. 917,East Colton, VA 40551",New Charles,+1-860-848-4124x153,HD,True,Commercial,None,500,450,1929,470,False
Dana Hill,"26084 Jennifer Prairie,Lauraport, AK 24131",Steinburgh,+1-734-110-7063,Standard,True,Home,Hulu,350,400,1419,641,False
Jonathan Griffin,"153 Aguirre Fords,Henryville, IL 77466",New Kevinport,(116)299-9037,Standard,True,Individual,Netflix,350,400,1062,438,True
Zoe Washington,"14454 Walker Mission Suite 367,Williamside, ME 85207",North Kyle,+1-048-532-1597x21645,Standard,False,Home,Netflix,350,400,0,9110,True
David Brown,"632 Christine Path Apt. 838,East Victoria, KY 49461",South Kimberlybury,(002)264-7447x31750,UHD,True,Home,None,700,500,1296,88,False
Dominic Jenkins,"328 Shannon Mills,Hansonshire, IA 64803",Williamchester,001-465-219-9516x0225,HD,False,Individual,Hulu,500,450,0,3364,False
Cody Chapman,"1660 Smith Squares Suite 024,Patrickshire, NC 94498",Lake Michele,(447)074-2123x304,Standard,False,Individual,None,350,400,0,3353,False
Deborah Torres,"426 Gross Garden Apt. 563,East Julietown, RI 49054",Lake Scott,273.823.5200,HD,True,Individual,None,500,450,1503,320,False
Michael Hart,"88801 Harris Neck,Sharpville, WV 93893",East Brittney,+1-006-468-0542x2745,Standard,True,Individual,Other,350,400,670,143,False
Ryan Jones,"773 Roy Inlet,North Benjaminhaven, WI 99044",New Michael,428.708.6787,Standard,False,Individual,None,350,400,0,7855,True
Brian Whitney,"31603 Barnes Station Apt. 361,South Williamberg, ME 63570",Lake Stephen,576-750-8371,Standard,True,Individual,None,350,400,1907,718,False
Eric Dixon,"03619 Sheryl Ridge Apt. 210,Cookmouth, CT 78594",Brightshire,508.699.8879x68911,Standard,False,Home,Netflix,350,400,0,8774,False
Chad Davis,"155 Tina Plains Apt. 322,Michaelhaven, TX 74533",Fuentesbury,+1-295-490-5755,Standard,True,Individual,Other,350,400,1383,110,False
Joshua Johnson,"5877 Brian Road,Melissahaven, MT 40551",South Allisonburgh,635-023-6357x94108,UHD,False,Individual,None,700,500,0,3543,True
Laura Martinez,"1825 Hernandez Square Apt. 072,Manuelton, NJ 83636",New Cynthiabury,001-024-384-4813,Standard,True,Individual,None,350,400,809,18,True
David Lopez,"9538 Paula Estate,South Felicia, OH 88229",Lake Annefurt,909-614-2679x24455,Standard,True,Home,Netflix,350,400,677,117,True
Jessica Miller,"436 Hobbs Harbor Apt. 664,Henrychester, VT 79605",Jillport,954-860-0466x96340,Standard,True,Individual,Netflix,350,400,113,46,False
Spencer Larson,"17181 Martinez Throughway Apt. 243,Port Isabel, AR 89225",Barnesville,001-765-082-3920x6966,HD,True,Home,None,500,450,1528,206,False
Teresa Barnes,"0094 Cameron Curve,South Bryanmouth, WA 88010",Fitzgeraldton,(300)496-2190x58684,Standard,True,Individual,Other,350,400,1197,514,True
Jeffrey Cox,"74970 Miller Branch Apt. 229,West Hannah, VA 23404",East Dennisland,(425)663-5537,Standard,True,Individual,Hulu,350,400,485,135,True
David Bird,"972 Brendan Shores Suite 286,North Kevinmouth, RI 31734",Robertsland,609-620-2562x15233,Standard,False,Home,Netflix,350,400,0,9019,False
Laura Harding,"1501 Courtney Heights,Lake Matthew, OH 18840",Juliefort,767-094-0616,HD,False,Home,Amazon Prime Video,500,450,0,6634,False
Kevin Valenzuela,"1034 Michelle Mountain Apt. 673,North Kristenhaven, DE 81166",South Christopherland,308.891.9628,Standard,True,Individual,None,350,400,1739,704,False
Samuel Richards,"854 Matthew Forges Apt. 474,Michelleport, MO 05480",Pattonmouth,(355)800-0660,Standard,True,Commercial,Other,350,400,450,222,False
Patrick Duncan,"9038 Herring Prairie Suite 210,Pittsfurt, MA 10015",Lake Lisa,+1-014-173-6466x481,UHD,False,Individual,None,700,500,0,2815,False
Emily Gordon,"47092 Amber Way,Sandratown, SC 87266",Gonzalezside,+1-893-894-8160x149,Standard,False,Individual,Amazon Prime Video,350,400,0,9965,False
Geoffrey Edwards,"6753 Cole Ports Apt. 099,Port Stephanieburgh, OR 01285",North Jamesland,001-480-707-9101x0016,HD,False,Individual,None,500,450,0,8316,True
Rebecca Scott,"3130 Garcia Rapids Apt. 907,North Joelmouth, GA 01541",New Jenniferview,531.406.3313x50392,Standard,True,Home,None,350,400,1878,910,True
Steven Miller,"295 Lewis Causeway Suite 388,Markburgh, MN 94255",East Brandon,039-890-8411,UHD,True,Individual,None,700,500,323,21,False
Carolyn Webb,"944 Hanson Loaf Apt. 551,Williamside, CT 60252",North John,+1-509-268-8400x67666,Standard,True,Individual,None,350,400,1922,641,False
Jimmy Brooks,"USCGC Warren,FPO AA 41918",Catherinehaven,784.926.5467x664,Standard,False,Home,Amazon Prime Video,350,400,0,9647,False
Susan Mccarthy,"6324 Richardson Grove,Masonshire, GA 96772",Garciashire,+1-317-729-9219x2186,Standard,True,Commercial,Netflix,350,400,530,214,False
Amy Jordan,"914 Ryan Pine Suite 274,Danielport, AL 73084",South Christopher,1584098659,Standard,True,Individual,Netflix,350,400,1993,862,False
Valerie Bullock,"1318 Anderson Union Suite 197,Michaelview, LA 23394",New Mariahport,020-534-1481x47529,Standard,True,Home,Netflix,350,400,813,142,False
Dennis Daniels,"0103 Megan Bypass,Amandaborough, TN 39337",Briannaberg,0809905126,Standard,True,Individual,Netflix,350,400,395,1,False
Brittany Campos,"231 Jenny Fork Apt. 368,Tapiaton, SC 36080",Brownside,001-596-560-8544x7826,HD,True,Home,None,500,450,1152,123,True
Colleen Boyd,"41783 Jeffrey Freeway,North Danielberg, FL 58854",North Kathryn,(216)826-2740,Standard,True,Individual,Amazon Prime Video,350,400,1883,24,True
Jo Anderson,"588 Jackson Meadow,Lake Susanberg, ID 17963",North Vanessa,(449)489-7729,Standard,True,Individual,None,350,400,1670,617,False
Ashley Reyes,"17832 Stewart Run Apt. 886,East Louisshire, AZ 38605",New Alyssa,(299)484-5352x2769,HD,True,Home,Amazon Prime Video,500,450,1258,622,False
David Kelly,"673 Jose Circles,South Jessica, DC 15485",Lake Jeffrey,802-357-7173,UHD,False,Individual,Other,700,500,0,9007,True
Jeffrey Shah,"264 Dominguez Plain,West Jeff, MO 86294",Rubenside,+1-173-143-8236x7726,Standard,False,Home,None,350,400,0,2242,False
